temp,hum,co2,ammonia,co2
37.89,68.81,424.95,1.21,0
31.73,65.53,462.47,0.91,0
30.22,71.56,430.29,0.97,0
30.32,69.0,354.1,1.02,0
28.64,74.73,444.33,0.99,0
35.26,61.84,395.59,1.15,0
28.21,76.29,456.51,1.08,0
38.31,65.21,391.96,1.23,0
29.36,75.25,382.93,1.11,0
30.48,72.74,431.38,1.23,0
26.52,74.19,410.65,1.24,0
33.43,63.14,425.68,0.97,0
25.03,73.38,392.8,1.16,0
33.19,67.68,477.72,1.18,0
35.7,65.8,439.85,1.08,0
36.56,69.06,419.31,0.88,0
31.64,65.33,408.08,1.38,0
32.54,67.43,396.07,1.32,0
25.72,74.77,366.73,0.96,0
34.34,65.51,446.43,1.38,0
33.26,64.38,383.08,0.75,0
27.15,71.68,413.75,1.35,0
27.84,71.55,461.57,1.2,0
32.15,73.29,459.67,1.15,0
27.51,76.34,438.77,0.91,0
33.79,63.12,412.44,1.38,0
33.9,68.37,408.83,1.25,0
25.66,73.0,441.04,1.23,0
40.37,62.77,437.33,1.33,0
25.82,76.54,378.63,1.43,0
24.79,75.74,402.97,1.02,0
27.97,66.46,444.56,1.1,0
34.1,66.81,444.37,1.21,0
24.31,75.81,460.88,1.15,0
33.1,64.78,419.66,1.12,0
32.04,77.0,423.29,2.46,0
31.42,70.48,371.66,1.25,0
28.47,70.34,388.23,1.54,0
38.11,68.55,440.63,1.03,0
37.02,66.46,459.13,1.27,0
26.62,76.12,462.29,1.22,0
36.96,64.64,446.99,1.22,0
25.89,72.74,429.09,1.28,0
31.22,66.6,422.17,1.22,0
26.27,78.04,377.88,1.11,0
28.24,72.91,424.67,0.72,0
27.36,77.66,436.56,0.87,0
35.35,64.04,434.88,1.03,0
29.16,68.63,378.6,0.83,0
39.99,67.2,446.41,1.31,0
28.83,73.54,428.6,1.36,0
30.2,60.92,400.16,1.01,0
38.88,70.1,624.8,1.37,1
29.08,79.37,391.32,2.04,0
27.16,70.53,449.14,1.22,0
24.54,75.31,471.58,0.82,0
32.36,67.24,459.97,1.35,0
40.88,62.93,407.86,0.82,0
27.46,71.82,461.12,1.14,0
28.62,75.32,454.14,0.94,0
30.11,76.62,450.96,0.87,0
28.55,72.21,412.97,1.17,0
35.36,64.78,441.8,1.16,0
35.37,63.34,465.02,1.06,0
32.61,67.66,423.56,1.19,0
35.29,65.7,430.74,0.84,0
25.57,74.85,447.87,1.37,0
34.36,65.92,450.06,1.29,0
31.57,72.85,384.55,1.3,0
34.16,64.67,404.81,0.92,0
30.92,73.73,465.08,0.94,0
34.0,67.26,374.03,1.29,0
33.71,70.06,432.94,0.89,0
40.69,63.69,400.05,0.99,0
30.57,76.32,396.96,1.42,0
33.5,72.13,381.76,1.36,0
38.68,65.97,406.35,0.94,0
30.12,75.46,463.1,0.98,0
34.75,71.69,463.33,2.95,0
38.65,62.5,473.99,1.2,0
36.67,63.47,489.37,1.26,0
27.41,69.38,416.12,1.08,0
39.65,63.69,398.53,1.25,0
34.98,64.12,426.04,1.18,0
30.38,73.36,378.08,1.25,0
28.49,71.11,404.44,1.24,0
27.09,77.16,386.36,1.1,0
32.64,61.04,438.9,0.91,0
34.4,69.48,454.55,1.22,0
34.24,66.07,453.47,1.03,0
33.98,67.0,414.5,1.3,0
34.95,62.93,430.72,1.25,0
22.96,71.47,437.87,1.25,0
38.31,67.03,423.35,0.88,0
28.87,74.4,449.3,1.4,0
26.15,80.1,447.9,1.14,0
33.15,71.84,431.93,0.71,0
29.13,74.43,393.63,0.87,0
37.28,63.9,417.03,0.97,0
37.92,64.96,434.23,1.09,0
31.45,78.51,387.39,0.89,0
32.64,71.26,442.9,1.12,0
34.58,74.0,456.81,1.08,0
37.94,62.37,398.53,1.03,0
32.8,66.63,392.66,1.03,0
39.58,64.4,383.69,1.15,0
27.29,67.79,426.46,0.78,0
29.74,73.11,421.25,2.4,0
31.38,77.8,466.89,1.29,0
33.02,72.37,487.46,3.63,0
31.99,61.87,394.81,1.17,0
37.76,63.95,417.17,1.27,0
32.29,80.13,407.56,0.9,0
32.12,76.04,424.49,1.3,0
31.94,70.05,424.58,1.29,0
33.68,67.56,381.84,1.22,0
24.25,78.05,448.3,1.46,0
40.58,65.78,443.11,1.14,0
32.35,66.79,388.48,1.31,0
35.11,67.27,380.59,1.12,0
30.39,73.37,418.53,0.9,0
25.21,74.21,402.26,1.03,0
29.05,74.92,461.0,1.24,0
27.77,75.1,377.55,1.35,0
25.94,77.29,455.4,1.39,0
37.02,66.5,430.8,1.07,0
25.12,74.49,399.45,1.19,0
28.75,71.31,435.76,1.32,0
34.29,73.93,381.05,0.87,0
30.26,72.13,455.62,1.13,0
30.11,72.84,402.36,0.92,0
24.57,76.44,450.69,1.24,0
31.85,72.79,405.69,0.79,0
39.27,64.89,422.0,0.96,0
39.19,62.2,429.05,1.06,0
38.38,64.26,456.13,1.24,0
32.17,66.98,413.55,1.27,0
33.23,63.21,489.07,1.32,0
30.4,71.67,425.44,1.27,0
29.63,72.17,432.97,1.14,0
35.57,64.13,432.24,1.33,0
29.31,68.31,433.28,1.23,0
38.18,62.24,396.45,1.12,0
32.5,73.42,402.56,1.21,0
24.94,74.84,416.13,1.27,0
30.9,68.8,435.77,1.04,0
30.66,67.67,440.75,0.83,0
37.29,65.85,452.72,1.31,0
38.48,64.77,379.31,1.21,0
29.99,62.91,444.99,1.15,0
33.69,69.09,452.2,1.1,0
25.42,74.57,444.01,0.98,0
25.85,71.6,485.24,1.1,0
37.23,62.82,380.15,1.35,0
33.14,75.77,463.86,1.16,0
32.92,70.43,425.98,1.14,0
32.13,61.26,385.0,0.93,0
32.23,66.12,451.36,0.9,0
37.92,69.2,414.13,1.24,0
29.24,73.07,468.03,0.91,0
37.46,65.09,455.02,1.39,0
29.78,72.54,412.9,1.32,0
32.63,64.73,391.17,1.13,0
32.01,68.83,402.01,1.1,0
24.05,73.69,452.95,1.26,0
36.18,73.0,376.97,1.58,0
32.58,70.56,383.03,1.04,0
29.72,71.8,431.84,0.92,0
35.72,65.5,473.75,0.98,0
34.12,67.05,460.9,1.26,0
35.27,67.5,428.74,0.93,0
34.07,64.04,400.08,1.0,0
28.65,66.45,403.96,0.87,0
38.12,68.12,414.91,0.93,0
35.14,64.56,393.27,1.12,0
29.13,70.06,373.05,1.22,0
32.46,68.44,380.34,0.97,0
33.33,68.27,437.25,0.93,0
36.37,72.71,437.76,1.15,0
38.45,66.87,445.18,1.15,0
38.13,62.95,444.73,1.25,0
24.95,76.84,397.71,1.46,0
36.85,66.35,393.97,0.85,0
35.76,69.55,408.02,1.09,0
35.63,67.03,412.41,1.17,0
33.01,72.56,450.38,1.25,0
28.78,65.6,469.69,1.27,0
33.72,61.86,468.02,0.89,0
31.0,74.7,407.83,2.08,0
29.77,67.01,464.18,1.1,0
37.43,67.88,463.02,1.33,0
28.47,67.0,422.02,1.27,0
27.59,74.27,380.58,1.03,0
26.07,72.42,454.0,1.18,0
27.11,74.43,405.0,0.81,0
30.31,76.61,395.11,1.22,0
31.87,74.6,462.79,1.38,0
34.32,67.21,402.46,1.25,0
39.83,64.56,454.75,1.38,0
26.82,78.25,431.14,1.24,0
24.82,72.15,442.37,1.28,0
31.35,61.08,388.64,1.11,0
35.95,62.69,433.59,0.93,0
35.77,69.3,427.01,1.29,0
37.63,67.19,405.89,1.41,0
31.21,68.94,378.64,1.36,0
26.73,74.73,446.66,1.28,0
29.27,72.53,457.79,1.11,0
37.21,71.26,364.92,1.37,0
30.89,69.87,441.33,1.03,0
32.61,62.56,442.6,1.34,0
36.23,64.47,424.84,0.79,0
30.28,66.73,452.43,0.95,0
25.72,73.97,459.75,1.12,0
34.99,70.51,455.64,1.04,0
34.62,70.46,397.8,1.09,0
30.8,76.5,445.59,0.96,0
31.69,62.31,374.16,1.13,0
33.78,62.59,402.08,1.3,0
28.2,67.03,412.29,1.07,0
32.04,64.94,425.1,1.15,0
33.23,69.77,375.22,0.75,0
31.09,66.27,423.12,0.94,0
29.16,66.13,443.89,1.26,0
36.43,65.03,431.88,1.18,0
32.33,77.02,377.13,0.82,0
28.62,74.4,380.94,1.26,0
31.46,57.99,396.97,0.85,0
28.38,68.05,414.87,0.74,0
37.02,63.65,464.7,1.18,0
25.3,76.68,432.79,1.02,0
39.19,69.76,439.59,1.16,0
28.85,78.16,448.66,1.33,0
33.56,66.59,390.37,0.8,0
34.38,61.72,432.84,0.86,0
28.78,70.11,465.28,1.03,0
28.36,74.02,402.57,0.87,0
30.21,74.48,387.27,1.1,0
35.71,69.55,391.27,1.72,0
39.56,62.03,400.74,1.14,0
32.9,64.81,405.69,0.97,0
30.83,67.79,429.09,1.27,0
29.26,72.38,458.4,1.27,0
33.5,73.2,426.88,1.11,0
26.39,74.29,455.16,1.14,0
32.12,74.34,391.71,0.99,0
38.23,63.76,460.2,0.92,0
36.42,65.73,398.36,1.19,0
40.95,65.73,440.99,1.17,0
31.85,73.59,451.96,0.85,0
29.24,72.26,439.24,1.26,0
39.33,65.78,468.93,1.29,0
24.46,76.89,407.15,0.99,0
31.95,76.85,428.64,1.38,0
39.27,65.27,456.3,1.21,0
36.58,66.7,390.72,0.74,0
33.79,73.8,424.69,0.86,0
35.57,71.56,416.67,0.9,0
31.07,75.19,390.89,1.24,0
29.72,73.2,413.87,1.06,0
26.4,73.98,426.22,1.16,0
40.0,61.03,454.7,1.29,0
38.94,66.99,396.66,1.31,0
30.54,73.52,468.4,0.99,0
34.34,65.68,378.46,1.14,0
34.95,73.67,462.09,2.37,0
29.37,74.57,389.46,1.01,0
34.09,69.33,397.51,0.97,0
39.26,64.11,393.41,1.32,0
31.12,73.08,431.09,1.1,0
31.41,76.03,446.16,1.32,0
29.8,66.83,462.61,1.2,0
34.72,67.85,432.71,1.28,0
30.49,73.23,400.56,2.74,0
37.95,60.52,445.39,1.21,0
37.74,63.8,461.76,1.86,0
24.26,78.4,396.69,1.31,0
29.02,69.31,460.63,1.02,0
29.5,76.66,451.25,1.36,0
28.41,74.82,390.68,1.02,0
33.59,71.77,419.05,1.33,0
35.44,71.24,421.86,1.19,0
32.31,77.08,535.57,1.19,1
38.13,66.75,381.45,0.74,0
27.28,73.47,401.22,1.04,0
23.71,75.12,435.12,1.29,0
36.3,63.57,436.99,0.97,0
31.73,72.05,416.79,1.0,0
35.42,64.46,382.19,1.33,0
26.14,73.07,404.52,1.05,0
30.55,71.72,405.49,1.04,0
26.07,76.81,431.71,1.0,0
29.72,69.44,417.6,1.31,0
29.77,76.08,440.4,1.09,0
25.2,70.91,436.26,1.12,0
40.79,64.22,395.94,1.07,0
34.25,68.08,428.45,1.1,0
32.51,71.4,412.43,1.37,0
37.44,65.49,443.54,1.22,0
28.16,72.34,406.44,1.32,0
27.32,71.12,411.04,1.02,0
39.34,66.48,449.57,1.01,0
34.52,64.8,405.52,0.95,0
34.79,69.06,387.13,0.99,0
38.51,62.8,395.96,0.84,0
32.09,74.69,385.2,0.98,0
27.73,77.12,442.19,1.27,0
37.26,62.97,367.3,0.82,0
23.93,72.7,395.59,1.27,0
29.09,69.49,386.64,0.89,0
27.0,69.53,434.85,1.17,0
29.02,71.59,375.41,1.3,0
31.62,79.16,381.34,1.32,0
27.99,70.43,418.23,0.99,0
27.57,74.01,402.27,1.12,0
37.47,64.66,449.16,1.12,0
32.57,65.17,442.99,1.43,0
37.76,67.96,433.52,1.23,0
24.77,79.58,390.74,1.06,0
37.84,66.73,432.79,1.26,0
32.11,69.47,413.62,1.38,0
27.88,73.01,476.3,0.9,0
34.84,67.65,432.47,1.1,0
24.71,75.96,390.99,1.25,0
26.65,77.47,465.32,1.28,0
36.91,66.7,443.44,1.05,0
32.11,79.09,465.61,1.46,0
31.7,75.08,420.01,1.02,0
32.95,62.73,399.92,1.25,0
30.98,66.94,452.5,1.19,0
35.3,75.99,385.37,1.95,0
25.12,74.41,448.25,0.93,0
37.78,66.85,401.16,1.2,0
29.18,78.89,463.28,1.18,0
25.37,78.12,387.27,0.75,0
37.08,67.23,418.49,1.13,0
35.56,66.22,445.76,1.15,0
28.98,69.68,406.12,1.18,0
36.51,65.97,372.66,1.19,0
41.08,66.03,449.77,1.26,0
26.76,72.23,382.8,1.36,0
33.88,70.64,445.58,0.89,0
36.68,67.68,369.51,1.26,0
26.92,73.27,429.65,1.07,0
30.61,69.43,458.82,1.0,0
30.05,73.32,371.21,1.26,0
33.9,71.46,404.47,1.13,0
35.73,67.43,374.06,0.83,0
38.19,67.93,434.13,1.15,0
31.61,74.72,443.28,1.28,0
27.6,75.31,459.73,1.06,0
31.06,75.36,434.34,0.79,0
39.34,66.17,471.09,1.25,0
25.67,79.85,395.2,0.78,0
32.41,75.81,461.39,1.25,0
38.75,63.92,456.53,1.24,0
33.78,71.09,400.54,1.0,0
35.86,72.21,426.05,1.09,0
25.05,75.88,459.54,0.82,0
34.35,65.09,422.98,0.92,0
30.87,70.6,406.46,0.88,0
37.99,64.95,434.95,0.82,0
40.27,63.5,388.59,0.98,0
25.24,77.42,438.13,0.83,0
36.47,64.19,383.25,1.14,0
38.54,67.29,455.96,1.82,0
30.72,75.53,453.03,1.18,0
34.57,65.81,455.05,1.27,0
33.7,71.0,474.14,1.21,0
31.25,77.34,446.81,0.88,0
33.37,68.77,434.54,0.89,0
25.52,74.34,378.9,1.03,0
24.15,72.54,378.52,0.89,0
36.55,66.03,449.33,1.72,0
29.12,64.99,450.25,0.83,0
32.93,73.0,410.16,1.19,0
29.31,75.34,453.3,1.16,0
23.36,76.28,390.92,0.88,0
31.78,70.96,432.32,0.77,0
34.96,62.92,450.78,1.3,0
32.15,77.52,399.72,1.15,0
32.15,72.24,386.48,1.22,0
31.55,64.01,456.59,1.12,0
33.1,70.0,432.54,0.92,0
24.53,73.84,394.4,0.91,0
25.78,73.6,451.73,1.07,0
37.21,65.93,386.22,1.23,0
34.84,63.13,409.93,0.77,0
29.42,74.79,438.17,1.28,0
29.16,73.33,420.83,1.09,0
38.71,66.82,382.98,1.04,0
33.1,68.3,421.0,1.36,0
37.88,65.45,379.93,1.09,0
34.32,76.79,391.03,0.94,0
33.86,68.99,396.02,0.85,0
39.07,62.34,373.56,1.19,0
34.64,64.0,386.66,0.8,0
31.77,63.32,459.52,1.19,0
27.52,77.35,440.49,0.89,0
39.27,63.62,397.42,1.2,0
34.54,66.03,402.72,0.99,0
32.12,64.36,373.61,1.1,0
33.9,64.91,441.02,1.12,0
24.39,77.62,391.77,0.91,0
26.59,75.55,413.1,1.26,0
35.59,68.86,374.63,1.16,0
28.0,71.97,459.26,0.95,0
26.03,77.15,381.33,1.15,0
27.55,74.69,379.69,1.01,0
25.92,72.98,412.28,1.23,0
37.43,67.38,412.72,1.14,0
30.78,63.47,376.11,0.73,0
33.39,66.44,398.37,1.34,0
29.9,73.66,367.04,0.99,0
27.81,70.01,428.31,0.91,0
29.49,77.6,445.58,1.31,0
35.92,64.96,436.42,1.29,0
30.79,64.69,436.68,0.9,0
31.79,76.75,375.0,1.37,0
27.77,74.09,450.88,1.17,0
32.09,65.68,380.14,1.09,0
30.06,70.0,415.78,1.06,0
30.15,72.38,371.66,1.21,0
29.61,72.13,454.6,1.26,0
26.52,76.37,415.5,1.12,0
26.56,72.02,432.42,1.28,0
33.4,66.57,451.84,1.24,0
33.0,70.71,373.14,0.89,0
30.59,65.7,413.86,0.97,0
31.46,67.22,422.36,1.28,0
34.48,72.25,413.11,1.3,0
30.19,70.04,391.33,1.26,0
34.05,66.59,421.73,1.22,0
33.1,69.07,387.54,0.87,0
33.76,75.64,415.85,1.08,0
31.8,64.96,435.92,1.24,0
33.71,67.56,475.62,1.22,0
26.59,74.91,385.05,1.24,0
39.58,63.83,391.75,0.9,0
24.56,76.23,383.15,1.18,0
33.91,73.24,402.9,2.83,0
31.1,78.86,444.1,1.26,0
35.71,69.57,461.01,1.81,0
30.97,69.34,422.99,1.06,0
32.17,65.02,432.54,1.29,0
26.54,73.12,410.59,1.29,0
31.46,71.35,461.54,0.9,0
31.35,79.28,404.38,1.35,0
30.46,66.32,449.33,1.25,0
29.3,74.56,445.58,1.2,0
29.22,72.94,390.12,0.76,0
28.53,69.59,426.22,1.21,0
33.52,64.86,386.18,1.0,0
36.76,72.15,452.98,2.85,0
39.97,66.53,404.37,0.84,0
33.81,67.69,455.0,1.39,0
26.64,73.68,468.06,1.34,0
28.26,72.72,383.51,1.32,0
35.41,65.43,459.37,1.02,0
28.76,71.72,456.22,1.17,0
24.38,76.18,460.79,0.89,0
34.0,75.97,456.95,1.33,0
24.92,73.77,405.87,1.17,0
30.87,64.4,393.92,1.07,0
37.52,62.12,435.72,1.26,0
29.13,75.71,387.79,1.41,0
40.07,66.06,443.65,1.28,0
28.48,67.95,455.75,1.34,0
31.04,71.21,408.56,1.33,0
36.08,67.94,434.78,1.29,0
33.45,68.09,399.71,1.12,0
35.25,69.34,413.11,0.83,0
33.62,73.01,385.1,0.87,0
33.72,63.3,380.16,1.23,0
31.91,73.28,452.96,1.36,0
36.54,63.47,408.05,1.36,0
24.86,72.41,449.94,1.39,0
26.35,74.9,398.17,1.39,0
31.56,67.37,415.57,1.13,0
26.06,72.98,459.29,1.21,0
30.76,67.05,457.61,0.94,0
35.83,65.62,415.08,0.74,0
25.41,73.04,387.64,1.25,0
30.19,77.04,386.09,1.07,0
37.29,63.14,390.26,1.37,0
33.14,64.44,390.02,1.24,0
33.93,67.79,394.11,1.17,0
34.1,72.28,419.88,1.26,0
32.59,66.05,447.81,1.25,0
33.42,74.88,478.98,1.29,0
30.58,76.86,375.09,1.4,0
33.25,74.49,375.46,2.86,0
31.45,64.23,453.53,0.98,0
36.49,72.83,427.87,0.93,0
28.7,74.29,451.1,1.11,0
26.43,74.2,411.21,0.89,0
36.15,64.01,445.36,1.11,0
34.18,63.87,460.03,0.78,0
32.22,78.82,432.82,1.22,0
33.69,64.72,428.35,1.02,0
30.2,66.21,428.35,1.18,0
37.59,65.39,409.24,0.83,0
39.27,64.57,450.16,1.05,0
25.45,75.07,450.75,1.12,0
36.52,62.82,460.48,1.12,0
25.38,74.93,426.29,1.27,0
32.91,74.79,395.36,0.72,0
29.81,67.99,430.65,1.15,0
28.88,67.44,365.52,0.97,0
32.51,65.3,358.56,1.12,0
30.69,71.25,418.96,1.35,0
32.18,64.01,440.66,1.06,0
30.54,67.06,471.37,1.15,0
37.26,69.09,396.11,0.79,0
26.81,77.09,388.39,1.09,0
30.67,66.95,397.13,1.24,0
34.52,66.47,414.73,1.07,0
37.07,69.61,407.52,0.84,0
37.31,70.18,454.31,1.36,0
31.53,63.68,453.16,1.22,0
39.03,63.97,440.16,0.97,0
29.07,74.61,412.5,0.75,0
25.44,74.77,389.05,1.14,0
37.07,62.8,408.63,1.08,0
34.46,73.64,380.9,0.92,0
38.87,62.17,387.92,1.32,0
30.01,72.0,484.68,0.92,0
36.65,70.23,382.07,1.35,0
30.57,76.54,384.22,1.65,0
37.85,64.19,441.01,0.89,0
27.65,74.41,440.23,1.19,0
29.13,70.33,462.94,1.42,0
36.68,68.54,403.31,1.06,0
29.33,66.93,463.06,1.28,0
32.86,73.62,399.34,1.17,0
38.48,65.74,403.37,1.27,0
28.37,72.76,474.25,1.33,0
30.45,71.15,457.98,1.22,0
37.18,66.83,417.55,1.19,0
36.15,62.29,381.12,1.15,0
33.13,69.23,356.98,1.29,0
27.83,76.79,397.02,1.06,0
31.52,67.42,444.88,0.94,0
24.92,76.82,397.25,1.15,0
35.92,69.48,377.99,1.19,0
34.57,61.7,389.23,0.94,0
32.6,66.94,441.1,1.3,0
31.17,68.61,427.87,1.28,0
32.78,67.72,412.57,1.15,0
32.31,67.33,387.78,0.94,0
36.03,67.89,457.29,1.33,0
38.69,66.73,390.92,0.85,0
29.28,73.02,477.81,1.18,0
39.48,67.7,445.62,0.99,0
38.17,61.36,442.47,1.56,0
39.0,62.16,389.49,1.21,0
36.77,69.85,440.56,1.17,0
25.41,76.63,390.67,1.28,0
32.12,64.99,448.04,1.43,0
34.66,65.37,406.49,1.01,0
30.54,76.84,439.55,0.82,0
35.68,67.0,395.96,1.31,0
34.36,74.16,408.4,1.02,0
30.73,72.5,432.35,1.21,0
32.4,74.53,381.63,1.09,0
30.48,74.28,373.31,1.39,0
30.24,71.58,442.62,1.35,0
31.03,67.3,394.65,1.33,0
34.3,65.71,457.49,1.17,0
39.64,64.58,404.39,0.7,0
27.17,71.9,449.99,1.2,0
37.28,63.39,409.01,1.25,0
37.13,69.4,417.47,1.13,0
26.23,77.28,458.95,1.24,0
36.76,68.82,391.27,1.33,0
31.21,67.63,398.83,1.15,0
32.01,79.68,460.71,0.99,0
33.75,64.22,386.48,1.26,0
32.06,65.15,373.89,0.86,0
32.24,75.87,389.82,1.15,0
31.65,68.02,365.03,1.03,0
31.21,75.98,388.53,1.62,0
36.78,68.38,406.09,1.39,0
35.4,64.84,420.59,0.96,0
36.54,65.3,393.82,1.24,0
30.86,70.88,410.52,2.76,0
29.48,68.0,402.18,1.24,0
31.61,67.01,391.73,0.92,0
37.18,62.09,396.11,0.91,0
30.16,73.97,427.15,0.99,0
27.74,69.91,415.67,1.25,0
27.62,75.97,407.15,1.25,0
26.43,72.84,416.97,1.13,0
33.74,62.46,396.11,1.44,0
25.15,74.36,408.61,1.16,0
26.71,73.05,382.71,1.16,0
26.21,77.82,420.83,1.04,0
38.86,61.05,456.77,0.96,0
29.29,74.98,445.45,1.32,0
27.54,73.15,386.51,1.27,0
35.52,69.13,419.81,1.04,0
28.68,66.83,452.84,1.09,0
33.64,72.46,407.52,0.74,0
31.13,69.68,358.66,0.94,0
30.14,75.91,416.4,2.34,0
40.45,62.59,468.45,1.33,0
29.58,68.73,368.64,1.41,0
32.39,73.06,456.55,1.36,0
29.03,81.42,376.3,0.84,0
35.29,63.46,377.36,1.23,0
27.83,71.43,457.89,0.83,0
27.36,69.73,364.67,1.43,0
31.28,64.96,386.77,1.09,0
36.99,62.41,449.96,0.93,0
31.36,69.46,536.71,1.28,1
29.81,76.41,378.8,1.19,0
35.96,70.37,396.84,1.23,0
33.35,69.65,420.04,1.18,0
32.49,72.55,451.94,1.17,0
37.0,67.23,428.36,0.86,0
34.5,68.58,427.77,0.88,0
24.95,71.83,383.64,1.01,0
33.16,74.59,390.74,2.64,0
34.01,67.69,393.16,0.75,0
37.6,65.7,385.6,1.2,0
39.78,65.63,397.94,1.33,0
26.86,74.29,399.41,1.02,0
33.02,64.97,404.07,0.79,0
25.07,73.9,429.44,0.86,0
27.16,76.01,397.23,1.25,0
36.61,63.76,386.54,0.87,0
31.83,75.53,454.39,1.04,0
34.99,64.66,453.43,1.32,0
29.69,71.62,400.39,0.96,0
32.94,62.42,405.73,1.16,0
33.63,72.16,455.55,1.45,0
28.57,75.97,393.09,1.34,0
30.89,62.39,445.34,1.14,0
28.47,77.2,402.44,1.31,0
26.54,75.26,409.41,0.98,0
32.39,66.34,389.13,1.0,0
31.56,68.77,409.61,0.83,0
33.32,75.31,418.68,1.27,0
34.36,64.69,455.09,1.21,0
31.15,76.49,377.62,0.91,0
32.64,67.46,371.02,1.16,0
27.51,76.84,449.19,1.07,0
37.58,67.75,444.75,1.21,0
40.02,61.96,451.68,1.0,0
30.35,75.73,404.38,1.96,0
31.18,66.84,471.84,1.13,0
34.44,63.88,410.94,0.77,0
30.03,66.31,402.87,0.92,0
31.19,75.29,464.01,4.47,0
30.83,71.62,385.71,1.29,0
36.48,68.37,443.56,1.15,0
35.16,68.86,369.75,1.28,0
28.53,68.69,449.68,1.28,0
34.08,67.53,400.42,0.91,0
27.02,71.64,420.63,1.08,0
33.62,70.41,435.01,1.19,0
30.19,70.7,421.64,0.87,0
27.39,74.03,462.37,1.31,0
32.82,64.13,375.27,1.39,0
30.39,67.16,433.77,0.91,0
34.75,64.91,466.71,1.23,0
30.17,72.61,383.65,0.97,0
30.9,75.08,407.03,2.92,0
38.04,65.9,456.49,1.24,0
33.7,73.67,411.09,0.83,0
36.35,69.76,434.69,1.06,0
35.01,65.66,460.74,1.13,0
31.21,66.76,403.64,0.81,0
31.33,68.12,384.79,1.16,0
24.2,72.53,475.59,1.26,0
29.04,69.44,402.36,0.76,0
35.53,67.85,462.73,0.93,0
26.09,70.47,408.2,1.09,0
32.1,63.11,389.59,0.95,0
28.52,69.68,365.65,1.18,0
34.89,65.36,380.21,1.31,0
31.07,69.85,376.76,1.21,0
24.96,76.24,394.77,0.71,0
37.63,65.28,386.78,1.36,0
30.82,67.69,447.67,1.26,0
31.54,73.41,458.08,1.25,0
27.82,74.45,387.44,1.21,0
33.85,68.77,422.69,1.09,0
28.3,71.99,400.78,1.25,0
26.3,75.25,451.69,1.17,0
38.34,66.79,462.78,1.18,0
28.8,74.42,413.78,1.17,0
33.08,76.28,457.47,1.19,0
37.19,64.39,437.31,1.14,0
34.52,63.32,384.77,1.35,0
36.81,67.61,426.05,0.96,0
29.58,63.34,391.29,1.11,0
33.11,75.18,404.53,2.62,0
31.04,73.88,390.78,1.53,0
34.45,74.62,428.87,0.78,0
37.98,67.11,440.86,1.28,0
34.57,73.99,391.35,2.11,0
24.23,75.14,464.48,0.95,0
33.88,69.81,413.88,0.88,0
39.64,62.91,397.27,1.19,0
30.55,72.67,392.1,2.13,0
32.61,66.28,404.66,0.84,0
31.41,73.36,375.29,1.31,0
26.96,71.84,435.72,0.95,0
31.19,64.62,381.02,0.85,0
26.58,76.48,392.59,0.9,0
31.17,66.77,402.08,1.17,0
29.93,76.33,453.65,1.22,0
33.43,64.69,442.34,1.34,0
29.08,67.02,370.56,1.22,0
24.89,77.54,396.02,1.11,0
25.51,76.71,382.53,1.11,0
28.59,75.89,400.89,1.05,0
35.09,69.86,392.58,1.12,0
28.61,75.03,460.23,0.75,0
35.27,62.96,384.32,1.15,0
37.55,62.63,427.13,1.26,0
30.37,78.2,443.49,1.08,0
37.59,65.1,476.21,0.96,0
30.49,73.45,387.48,1.24,0
29.78,70.62,458.05,1.16,0
32.11,68.34,396.32,0.92,0
27.75,74.14,458.09,1.12,0
40.9,62.53,455.31,1.36,0
36.13,70.04,384.53,1.0,0
26.52,74.31,452.03,1.36,0
33.46,72.93,439.55,1.09,0
23.75,73.22,443.98,1.33,0
35.94,64.63,410.55,0.98,0
34.77,68.22,413.01,1.21,0
34.18,67.15,376.15,1.08,0
32.06,74.18,458.34,1.12,0
34.46,64.29,373.12,1.29,0
29.96,75.57,397.6,1.07,0
24.92,76.62,447.38,0.84,0
33.66,66.23,394.87,1.26,0
32.88,76.87,464.64,0.95,0
29.95,71.94,368.53,1.11,0
39.0,64.62,447.88,0.88,0
34.52,62.59,409.5,1.3,0
28.27,72.71,460.39,0.81,0
40.42,68.73,435.43,1.28,0
37.82,65.61,384.67,1.13,0
36.26,65.02,407.35,0.92,0
34.19,67.64,391.52,1.19,0
34.19,65.24,448.11,1.22,0
38.85,61.95,454.17,0.99,0
30.94,65.65,387.68,0.99,0
26.26,71.14,436.68,1.37,0
35.55,71.88,398.69,1.06,0
40.25,60.22,377.82,0.87,0
25.8,73.48,387.49,0.98,0
27.63,71.53,455.31,1.01,0
28.43,73.14,440.31,1.13,0
28.87,67.86,416.04,1.06,0
26.81,72.2,381.44,0.79,0
25.79,71.79,471.1,1.46,0
35.23,65.87,455.68,0.91,0
26.31,72.81,388.2,0.89,0
31.63,74.58,374.24,1.1,0
36.62,68.16,404.97,1.03,0
34.8,71.39,459.42,1.14,0
24.6,73.97,444.79,1.26,0
30.06,69.15,434.09,1.18,0
24.58,71.0,464.79,1.27,0
24.91,75.0,413.55,1.2,0
32.79,65.38,402.74,1.16,0
29.85,70.16,383.6,0.82,0
33.66,72.08,437.49,2.77,0
34.3,67.71,458.39,1.22,0
35.64,68.11,416.09,0.97,0
